# Generated by python3 scripts/sdk_operation_inventory.py --write
route_id	method	path	surface	authentication	admission	effect	transport	feature_gate	sdk	openapi	mcp	private_no_store
diagnostic.status_blocks	GET	/status/blocks	diagnostic	unauthenticated	public	read	http	feature(telemetry)	false	true	false	false
diagnostic.status_peers	GET	/status/peers	diagnostic	unauthenticated	public	read	http	feature(telemetry)	false	true	false	false
events.stream_sse	GET	/v1/events/sse	protocol	optional_canonical_account_signature	dataspace_visible	stream	sse	feature(app_api)	false	true	false	true
events.stream_websocket	GET	/v1/events/ws	protocol	optional_canonical_account_signature	dataspace_visible	stream	websocket	feature(app_api)	false	true	false	true
fee_sponsor_program.by_id	POST	/v1/fee-sponsor-programs/by-id	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
fees.quote	POST	/v1/fees/quote	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
governance.ballot.plain	POST	/v1/gov/ballots/plain	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.ballot.zk_v1	POST	/v1/gov/ballots/zk-v1	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.ballot.zk_v1_proof	POST	/v1/gov/ballots/zk-v1/ballot-proof	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.capabilities.read	GET	/v1/gov/capabilities	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.citizen.count	GET	/v1/gov/citizens	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.citizen.draft	POST	/v1/gov/citizens/draft	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.citizen.status	GET	/v1/gov/citizens/{account_id}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.contract.read	GET	/v1/gov/contracts/{contract_address}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.events.stream_sse	GET	/v1/gov/stream	protocol	canonical_account_signature	authenticated_account	stream	sse	feature(app_api)	false	true	false	true
governance.lock.list	GET	/v1/gov/locks/{rid}	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
governance.parliament.attempt.draft	POST	/v1/gov/parliament/attempts/draft	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.parliament.attempt.read	GET	/v1/gov/parliament/attempts/{governance_attempt_id}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.parliament.timed_ovn_casting_context.read	GET	/v1/gov/parliament/ballots/{ballot_attempt_id}/casting-context	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.parliament.timed_ovn_casting_proof.read	POST	/v1/gov/parliament/ballots/{ballot_attempt_id}/casting-proof	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
governance.parliament.tle_partial_release.create	POST	/v1/gov/parliament/ballots/{ballot_attempt_id}/partial-release	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.parliament.tle_release_context.read	GET	/v1/gov/parliament/ballots/{ballot_attempt_id}/release-context	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.parliament.transition.draft	POST	/v1/gov/parliament/transitions/draft	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.proposal.deploy_contract	POST	/v1/gov/proposals/deploy-contract	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.proposal.read	GET	/v1/gov/proposals/{id}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.proposal.sccp_route_governance	POST	/v1/gov/proposals/sccp-route-governance	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.protected_namespaces.read	GET	/v1/gov/protected-namespaces	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.referendum.read	GET	/v1/gov/referenda/{id}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
governance.tally.read	GET	/v1/gov/tally/{id}	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
governance.unlock.stats	GET	/v1/gov/unlocks/stats	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
iso20022.audit.read	GET	/v1/iso20022/audit/messages	public	operator_signature	operator	read	http	always	true	true	true	true
iso20022.camt056.submit	POST	/v1/iso20022/camt056	public	operator_signature	operator	mutation	http	always	true	true	true	true
iso20022.colr012.submit	POST	/v1/iso20022/colr012	public	operator_signature	operator	mutation	http	always	true	true	true	true
iso20022.message.camt029	GET	/v1/iso20022/messages/{msg_id}/camt029	public	operator_signature	operator	read	http	always	true	true	true	true
iso20022.message.pacs002	GET	/v1/iso20022/messages/{msg_id}/pacs002	public	operator_signature	operator	read	http	always	true	true	true	true
iso20022.message.pacs004	GET	/v1/iso20022/messages/{msg_id}/pacs004	public	operator_signature	operator	read	http	always	true	true	true	true
iso20022.message.read	GET	/v1/iso20022/messages/{msg_id}	public	operator_signature	operator	read	http	always	true	true	true	true
iso20022.message.sese024	GET	/v1/iso20022/messages/{msg_id}/sese024	public	operator_signature	operator	read	http	always	true	true	true	true
iso20022.message.sese025	GET	/v1/iso20022/messages/{msg_id}/sese025	public	operator_signature	operator	read	http	always	true	true	true	true
iso20022.pacs002.submit	POST	/v1/iso20022/pacs002	public	operator_signature	operator	mutation	http	always	true	true	true	true
iso20022.pacs004.submit	POST	/v1/iso20022/pacs004	public	operator_signature	operator	mutation	http	always	true	true	true	true
iso20022.pacs008.submit	POST	/v1/iso20022/pacs008	public	operator_signature	operator	mutation	http	always	true	true	true	true
iso20022.pacs009.submit	POST	/v1/iso20022/pacs009	public	operator_signature	operator	mutation	http	always	true	true	true	true
iso20022.sese023.submit	POST	/v1/iso20022/sese023	public	operator_signature	operator	mutation	http	always	true	true	true	true
iso20022.sese024.submit	POST	/v1/iso20022/sese024	public	operator_signature	operator	mutation	http	always	true	true	true	true
iso20022.sese025.submit	POST	/v1/iso20022/sese025	public	operator_signature	operator	mutation	http	always	true	true	true	true
kagemusha.operation	GET	/v1/kagemusha/operations/{operation_id}	public	torii_default	public	read	http	feature(app_api)	true	true	true	false
kagemusha.readiness	GET	/v1/kagemusha/readiness	public	torii_default	public	read	http	feature(app_api)	true	true	true	false
kagemusha.redeem	POST	/v1/kagemusha/redeem	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	true	false
kagemusha.top_up	POST	/v1/kagemusha/top-up	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	true	false
ledger.block_proof	GET	/v1/ledger/block/{height}/proof/{entry_hash}	public	torii_default	public	read	http	always	true	true	false	false
ledger.executed_block_wire	GET	/v1/ledger/block/{height}	public	torii_default	public	read	http	always	true	true	false	false
ledger.headers	GET	/v1/ledger/headers	public	torii_default	public	read	http	always	true	true	false	false
ledger.state_proof	GET	/v1/ledger/state-proof/{height}	public	torii_default	public	read	http	always	true	true	false	false
ledger.state_root	GET	/v1/ledger/state/{height}	public	torii_default	public	read	http	always	true	true	false	false
ministry.agenda_proposal.draft	POST	/v1/ministry/agenda/proposals/draft	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
ministry.agenda_proposal.read	GET	/v1/ministry/agenda/proposals/{proposal_id}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
musubi.v1.instruction.alias_register	POST	/v1/musubi/instructions/alias-register	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.alias_retarget	POST	/v1/musubi/instructions/alias-retarget	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.archive_location_add	POST	/v1/musubi/instructions/archive-location-add	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.archive_location_retire	POST	/v1/musubi/instructions/archive-location-retire	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.archive_register	POST	/v1/musubi/instructions/archive-register	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.artifact_takedown	POST	/v1/musubi/instructions/artifact-takedown	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.namespace_binding_register	POST	/v1/musubi/instructions/namespace-binding-register	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.package_member_accept	POST	/v1/musubi/instructions/package-member-accept	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.package_member_invitation_revoke	POST	/v1/musubi/instructions/package-member-invitation-revoke	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.package_member_invite	POST	/v1/musubi/instructions/package-member-invite	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.package_member_remove	POST	/v1/musubi/instructions/package-member-remove	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.package_member_set_role	POST	/v1/musubi/instructions/package-member-set-role	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.package_metadata_set	POST	/v1/musubi/instructions/package-metadata-set	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.package_recover	POST	/v1/musubi/instructions/package-recover	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.provider_bundle_attestation_register	POST	/v1/musubi/instructions/provider-bundle-attestation-register	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.registry_policy_set	POST	/v1/musubi/instructions/registry-policy-set	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.release_digest_assert	POST	/v1/musubi/instructions/release-digest-assert	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.release_publish	POST	/v1/musubi/instructions/release-publish	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.instruction.release_yank_set	POST	/v1/musubi/instructions/release-yank-set	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	true	true
musubi.v1.query.alias	POST	/v1/musubi/queries/alias	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
musubi.v1.query.alias_history	POST	/v1/musubi/queries/alias-history	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
musubi.v1.query.archive_locations	POST	/v1/musubi/queries/archive-locations	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
musubi.v1.query.archive_retention	POST	/v1/musubi/queries/archive-retention	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
musubi.v1.query.exact_package	POST	/v1/musubi/queries/exact-package	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
musubi.v1.query.exact_release	POST	/v1/musubi/queries/exact-release	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
musubi.v1.query.maintainers	POST	/v1/musubi/queries/maintainers	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
musubi.v1.query.ordered_prefix	POST	/v1/musubi/queries/ordered-prefix	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
musubi.v1.query.provider_bundle_attestation	POST	/v1/musubi/queries/provider-bundle-attestation	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
musubi.v1.query.resolver_index	POST	/v1/musubi/queries/resolver-index	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
musubi.v1.query.search	POST	/v1/musubi/queries/search	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
musubi.v1.query.versions	POST	/v1/musubi/queries/versions	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
nexus.lifecycle.read	GET	/v1/nexus/lifecycle	public	torii_default	public	read	http	always	true	true	false	false
node.capabilities	GET	/v1/node/capabilities	public	canonical_account_signature	authenticated_account	read	http	always	true	true	false	true
node.query_projection.checkpoint	GET	/v1/node/query/projection/checkpoint	public	canonical_account_signature	authenticated_account	read	http	always	true	true	false	true
operator.authentication.credential_delete	DELETE	/v1/operator/auth/credentials/{credential_id}	operator	operator_signature	operator	mutation	http	always	false	true	false	true
operator.authentication.credentials	GET	/v1/operator/auth/credentials	operator	operator_signature	operator	read	http	always	false	true	false	true
operator.authentication.login_options	POST	/v1/operator/auth/login/options	operator	operator_credential_exchange	operator	mutation	http	always	false	true	false	true
operator.authentication.login_verify	POST	/v1/operator/auth/login/verify	operator	operator_credential_exchange	operator	mutation	http	always	false	true	false	true
operator.authentication.registration_options	POST	/v1/operator/auth/registration/options	operator	operator_credential_exchange	operator	mutation	http	always	false	true	false	true
operator.authentication.registration_verify	POST	/v1/operator/auth/registration/verify	operator	operator_credential_exchange	operator	mutation	http	always	false	true	false	true
operator.configuration.read	GET	/v1/configuration	operator	operator_signature	operator	read	http	always	false	true	false	true
operator.debug.axt_cache	GET	/v1/debug/axt/cache	operator	operator_signature	operator	read	http	feature(telemetry)	false	true	false	true
operator.debug.witness	GET	/v1/debug/witness	operator	operator_signature	operator	read	http	feature(telemetry)	false	false	false	true
operator.governance.protected_namespaces.update	POST	/v1/gov/protected-namespaces	operator	operator_signature	operator	mutation	http	feature(app_api)	false	true	true	true
operator.internal_torii_proxy	POST	/v1/internal/torii/proxy	operator	identity_bound_signature	operator	mutation	http	feature(connect)	false	false	false	false
operator.node.query_projection.shard_catalog	GET	/v1/node/query/projection/catalog/{resource}	operator	operator_signature	operator	read	http	feature(app_api)	false	true	false	true
operator.node.query_projection.shard_export	GET	/v1/node/query/projection/shards/{resource}/{partition_id}	operator	operator_signature	operator	read	http	feature(app_api)	false	true	false	true
operator.runtime.upgrade.activate	POST	/v1/runtime/upgrades/activate/{id}	operator	operator_signature	operator	mutation	http	always	false	true	false	true
operator.runtime.upgrade.cancel	POST	/v1/runtime/upgrades/cancel/{id}	operator	operator_signature	operator	mutation	http	always	false	true	false	true
operator.runtime.upgrade.list	GET	/v1/runtime/upgrades	operator	operator_signature	operator	read	http	always	false	true	false	true
operator.runtime.upgrade.propose	POST	/v1/runtime/upgrades/propose	operator	operator_signature	operator	mutation	http	always	false	true	false	true
pipeline.preflight	GET	/v1/pipeline/preflight	operator	operator_signature	operator	read	http	always	true	true	false	true
pipeline.recovery	GET	/v1/pipeline/recovery/{height}	operator	operator_signature	operator	read	http	always	true	true	false	true
pipeline.recovery_fastpq_proofs	GET	/v1/pipeline/recovery/{height}/fastpq-proofs	operator	operator_signature	operator	read	http	always	true	true	false	true
pipeline.transaction.submit	POST	/v1/pipeline/transactions	public	canonical_signed_body	authenticated_account	mutation	http	always	true	true	true	false
pipeline.transaction_batch.submit	POST	/v1/pipeline/transactions/batch	public	canonical_signed_body	authenticated_account	mutation	http	always	true	true	false	false
pipeline.transaction_details	POST	/v1/pipeline/transactions/details	public	canonical_signed_body	authenticated_account	compute	http	always	true	true	false	false
pipeline.transaction_entrypoint.submit	POST	/v1/pipeline/transaction-entrypoints	public	canonical_signed_body	authenticated_account	mutation	http	always	true	true	false	false
pipeline.transaction_status	GET	/v1/pipeline/transactions/status	public	torii_default	public	read	http	always	true	true	false	false
policy.read	GET	/v1/policy	operator	operator_signature	operator	read	http	always	true	true	false	true
privacy.bootle_lantern.issuance.authorize	POST	/v1/privacy/bootle-lantern/issuance/authorize	public	protocol_handshake	authenticated_protocol_principal	mutation	http	always	true	true	false	false
privacy.bootle_lantern.issuance.issue	POST	/v1/privacy/bootle-lantern/issuance/issue	public	protocol_handshake	authenticated_protocol_principal	mutation	http	always	true	true	false	false
privacy.capabilities	GET	/v1/privacy/capabilities	public	canonical_account_signature	authenticated_account	read	http	always	true	true	false	true
private_settlement.auditor.approval	POST	/v1/nexus/private-settlements/legs/{payload_digest}/audit-approvals	public	identity_bound_signature	governed_auditor	mutation	http	feature(app_api)	true	true	false	true
private_settlement.auditor.capsule	POST	/v1/nexus/private-settlements/legs/{payload_digest}/audit-capsule	public	identity_bound_signature	governed_auditor	read	http	feature(app_api)	true	true	false	true
private_settlement.availability.share	POST	/v1/nexus/private-settlements/legs/availability-shares	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
private_settlement.bundle.receipt	GET	/v1/nexus/private-settlements/bundles/{bundle_id}/receipt	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
private_settlement.bundle.status	GET	/v1/nexus/private-settlements/bundles/{bundle_id}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
private_settlement.bundle.submit	POST	/v1/nexus/private-settlements/bundles	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
private_settlement.committee.proof	GET	/v1/nexus/private-settlements/legs/{payload_digest}/committee-proof	public	identity_bound_signature	validator_roster_member	read	http	feature(app_api)	true	true	false	true
private_settlement.leg.status	GET	/v1/nexus/private-settlements/legs/{payload_digest}/status	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
private_settlement.leg.upload	POST	/v1/nexus/private-settlements/legs	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
private_settlement.phase.certificate	POST	/v1/nexus/private-settlements/phases/certificates	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
private_settlement.phase.certificates_get	GET	/v1/nexus/private-settlements/legs/{payload_digest}/phase-certificates	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
private_settlement.phase.commit_vote	POST	/v1/nexus/private-settlements/phases/commit-votes	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
private_settlement.phase.prepare_vote	POST	/v1/nexus/private-settlements/phases/prepare-votes	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
private_settlement.test_network.state_commitment	GET	/v1/nexus/private-settlements/test-network/state-commitment	diagnostic	identity_bound_signature	validator_roster_member	read	http	feature(test-network-private-settlement-route-control)	false	false	false	true
proof.read	GET	/v1/proofs/{id}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
proof.retention	GET	/v1/proofs/retention	operator	operator_signature	operator	read	http	always	true	true	false	true
protocol.content.read	GET	/v1/content/{bundle}/{*path}	protocol	manifest_conditional_content	public	read	http	feature(app_api)	false	true	false	false
protocol.health	GET	/health	protocol	unauthenticated	public	read	http	always	true	true	true	false
protocol.livez	GET	/livez	protocol	unauthenticated	public	read	http	always	true	true	true	false
protocol.mcp.json_rpc	POST	/v1/mcp	protocol	nested_route_authentication	target_route	mutation	http	always	false	true	false	false
protocol.openapi_json	GET	/openapi.json	protocol	torii_default	public	read	http	always	false	true	false	false
protocol.readyz	GET	/readyz	protocol	unauthenticated	public	read	http	always	true	true	true	false
protocol.schema	GET	/v1/schema	protocol	torii_default	public	read	http	feature(schema)	false	true	false	false
protocol.soracloud.local_path	ANY	/api/{*tail}	protocol	unauthenticated	public	read	http	feature(app_api)	false	false	false	false
protocol.soracloud.local_root	ANY	/api	protocol	unauthenticated	public	read	http	feature(app_api)	false	false	false	false
protocol.sorafs.cid_path	GET	/sorafs/cid/{cid}/{*path}	protocol	unauthenticated	public	read	http	always	false	false	false	false
protocol.sorafs.cid_root	GET	/sorafs/cid/{cid}	protocol	unauthenticated	public	read	http	always	false	false	false	false
protocol.sorafs.reputation_event_stream	GET	/v1/sorafs/reputation/events/stream	protocol	canonical_account_signature	authenticated_account	stream	sse	feature(app_api)	false	true	false	true
protocol.sorafs.reputation_event_websocket	GET	/v1/sorafs/reputation/events/ws	protocol	canonical_account_signature	authenticated_account	stream	websocket	feature(app_api)	false	true	false	true
protocol.sorafs.site_manifest	GET	/.well-known/sorafs/manifest	protocol	unauthenticated	public	read	http	always	false	false	false	false
query.execute	POST	/v1/query	public	canonical_signed_body	authenticated_account	compute	http	always	true	true	true	false
retail.recipient.lookup	POST	/v1/retail/recipients/lookup	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
retail.recipient.route	POST	/v1/retail/recipients/route	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	true	true
runtime.abi.active	GET	/v1/runtime/abi/active	public	canonical_account_signature	authenticated_account	read	http	always	true	true	false	true
runtime.abi.hash	GET	/v1/runtime/abi/hash	public	torii_default	public	read	http	always	true	true	false	false
runtime.metrics	GET	/v1/runtime/metrics	public	canonical_account_signature	authenticated_account	compute	http	always	true	true	false	true
sccp.capability.list	GET	/v1/sccp/capabilities	public	torii_default	public	read	http	always	true	true	false	false
sccp.message.list_recent	GET	/v1/sccp/messages/recent	public	torii_default	public	read	http	always	true	true	false	false
sccp.message_proof.read	GET	/v1/sccp/proofs/message/{message_id}	public	torii_default	public	read	http	always	true	true	false	false
sccp.proof_request.read	GET	/v1/sccp/proof-requests/{message_id}	public	torii_default	public	read	http	always	true	true	false	false
sccp.registry.read	GET	/v1/sccp/registry	public	torii_default	public	read	http	always	true	true	false	false
sccp.replay.root.read	GET	/v1/sccp/replay/{boundary}/{source_profile}/{route_id}/{asset_key}/{revision}/root	public	torii_default	public	read	http	always	true	true	false	false
sccp.replay.witness.read	GET	/v1/sccp/replay/{boundary}/{source_profile}/{route_id}/{asset_key}/{revision}/witness/{replay_key}	public	torii_default	public	read	http	always	true	true	false	false
sccp.sora_outbound_material.read	GET	/v1/sccp/routes/{source_profile}/{route_id}/{asset_key}/{revision}/sora-outbound-material	public	torii_default	public	read	http	always	true	true	false	false
soradns.directory.events	GET	/v1/soradns/directory/events	public	torii_default	public	read	http	feature(app_api)	false	true	false	false
soradns.directory.latest	GET	/v1/soradns/directory/latest	public	torii_default	public	read	http	feature(app_api)	false	true	false	false
sorafs.alias.list	GET	/v1/sorafs/aliases	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
sorafs.appeal_finance_report.list	GET	/v1/sorafs/appeals/finance/reports	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.appeal_finance_report.publish	POST	/v1/sorafs/appeals/finance/reports	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
sorafs.appeal_finance_settlement_receipt.list	GET	/v1/sorafs/appeals/finance/settlement-receipts	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.appeal_finance_weekly_rollup.list	GET	/v1/sorafs/appeals/finance/weekly-rollups	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.appeal_finance_weekly_rollup.publish	POST	/v1/sorafs/appeals/finance/weekly-rollups	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
sorafs.billing.reconciliation	GET	/v1/sorafs/billing/reconciliation	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
sorafs.billing.status	GET	/v1/sorafs/billing/status	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
sorafs.billing_statement.list	GET	/v1/sorafs/billing/statements	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
sorafs.billing_statement.read	GET	/v1/sorafs/billing/statements/{statement_id}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
sorafs.billing_statement_acknowledgement.submit	POST	/v1/sorafs/billing/statements/{statement_id}/acknowledgements	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
sorafs.capacity.read	GET	/v1/sorafs/capacity/state	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.content_identifier.read	GET	/v1/sorafs/cid/{cid}	public	unauthenticated	public	read	http	always	true	false	false	false
sorafs.delegated_routing.peers	GET	/routing/v1/peers/{peer_id}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.delegated_routing.providers	GET	/routing/v1/providers/{cid}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
sorafs.governance_dag.block	GET	/v1/sorafs/governance/dag/blocks/{block_cid_hex}	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.car_queue	GET	/v1/sorafs/governance/dag/car-queue	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.car_queue_archive	GET	/v1/sorafs/governance/dag/car-queue/archives/{car_archive_blake3_hex}	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.car_queue_digest	GET	/v1/sorafs/governance/dag/car-queue/digests/{encoded_blake3_hex}	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.car_queue_kind	GET	/v1/sorafs/governance/dag/car-queue/kinds/{payload_kind}	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.dashboard	GET	/v1/sorafs/governance/dag/dashboard	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.head	GET	/v1/sorafs/governance/dag/head	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.node	GET	/v1/sorafs/governance/dag/nodes/{node_cid_hex}	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.publish_digest	GET	/v1/sorafs/governance/dag/publish-index/digests/{encoded_blake3_hex}	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.publish_index	GET	/v1/sorafs/governance/dag/publish-index	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.publish_kind	GET	/v1/sorafs/governance/dag/publish-index/kinds/{payload_kind}	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.runtime	GET	/v1/sorafs/governance/dag/runtime	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.runtime_block	GET	/v1/sorafs/governance/dag/runtime/blocks/{block_cid_hex}	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.runtime_digest	GET	/v1/sorafs/governance/dag/runtime/digests/{encoded_blake3_hex}	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.runtime_head	GET	/v1/sorafs/governance/dag/runtime/head	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.runtime_kind	GET	/v1/sorafs/governance/dag/runtime/kinds/{payload_kind}	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.governance_dag.runtime_node	GET	/v1/sorafs/governance/dag/runtime/nodes/{node_cid_hex}	operator	operator_signature	operator	read	http	feature(app_api)	false	false	false	true
sorafs.hedging_exposure.list	GET	/v1/sorafs/hedging/exposure	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
sorafs.hedging_intent.list	GET	/v1/sorafs/hedging/intents	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
sorafs.pdp.challenge	POST	/v1/sorafs/pdp/challenge	public	operator_signature	operator	mutation	http	feature(app_api)	true	true	false	true
sorafs.pdp.export	POST	/v1/sorafs/pdp/export	public	operator_signature	operator	read	http	feature(app_api)	true	true	false	true
sorafs.pdp.next	POST	/v1/sorafs/pdp/next	public	operator_signature	operator	read	http	feature(app_api)	true	true	false	true
sorafs.pdp.proof	POST	/v1/sorafs/pdp/proof	public	operator_signature	operator	mutation	http	feature(app_api)	true	true	false	true
